location,total_sqft,bath,balcony,bhk,price,predicted_price_rf,price_per_sqft
Thanisandra,1917.0,3.0,2.0,3.0,110.0,119.03358974358974,5738.132498695879
Sarjapur  Road,1400.0,3.0,2.0,3.0,55.0,58.23634853479854,3928.5714285714284
other,2625.0,3.0,3.0,3.0,175.0,190.02916666666664,6666.666666666667
other,1100.0,2.0,1.0,2.0,55.0,56.64297445552915,5000.0
Hennur Road,2041.0,3.0,3.0,3.0,128.0,131.19199999999998,6271.435570798628
Sarjapur  Road,2070.0,4.0,2.0,3.0,160.0,149.59107102619598,7729.468599033817
Hebbal,1110.0,3.0,3.0,3.0,59.0,56.57942281746032,5315.315315315315
other,1650.0,3.0,1.0,3.0,110.0,119.43853961904765,6666.666666666667
other,3565.0,4.0,3.0,4.0,255.0,270.6683333333333,7152.875175315568
other,1033.0,2.0,2.0,3.0,30.47,29.876830714285724,2949.6611810261375
other,1142.0,2.0,2.0,2.0,65.0,60.94166666666667,5691.768826619965
other,1500.0,2.0,2.0,3.0,75.0,78.64744372133583,5000.0
Electronic City Phase II,1502.0,3.0,3.0,3.0,50.0,66.43929829365078,3328.894806924101
other,1176.0,2.0,1.0,3.0,45.0,39.613066666666654,3826.530612244898
other,1063.0,2.0,1.0,2.0,32.8,47.184165476190486,3085.6067732831602
other,1100.0,2.0,1.0,2.0,60.0,56.64297445552915,5454.545454545455
other,1044.0,2.0,2.0,2.0,85.0,36.01166666666666,8141.762452107279
Sarjapur  Road,5400.0,3.0,2.0,3.0,700.0,631.29,12962.962962962964
other,1216.0,2.0,2.0,2.0,60.0,56.46389071428571,4934.210526315789
other,1425.0,3.0,2.0,3.0,55.0,62.700333333333354,3859.6491228070176
other,1200.0,8.0,2.0,8.0,150.0,169.07000000000005,12500.0
other,1345.0,2.0,2.0,2.0,108.0,98.56015440115439,8029.739776951673
Marathahalli,1248.0,2.0,1.0,2.0,130.0,113.26513210784312,10416.666666666666
other,1830.0,4.0,2.0,4.0,325.0,246.94966666666664,17759.562841530056
other,900.0,1.0,0.0,2.0,130.0,115.91572222222223,14444.444444444445
other,3600.0,4.0,0.0,4.0,245.0,289.676271062271,6805.555555555556
Uttarahalli,1025.0,2.0,1.0,2.0,35.88,36.975114285714355,3500.4878048780492
other,840.0,1.0,1.0,2.0,99.0,85.0897105006105,11785.714285714286
other,3050.0,2.0,0.0,3.0,90.0,127.61666666666666,2950.8196721311474
other,1424.0,2.0,2.0,3.0,75.0,71.331825487013,5266.853932584269
other,2500.0,3.0,1.0,3.0,268.0,215.1686428571429,10720.0
other,1200.0,6.0,0.0,6.0,230.0,108.90785714285714,19166.666666666668
other,1285.0,2.0,2.0,2.0,45.0,69.7321706349206,3501.9455252918287
other,1450.0,2.0,1.0,2.0,55.99,59.98337499999995,3861.3793103448274
Raja Rajeshwari Nagar,1160.0,2.0,1.0,2.0,70.0,66.22747354750514,6034.482758620689
other,2700.0,3.0,0.0,3.0,350.0,355.475,12962.962962962964
other,2000.0,2.0,2.0,3.0,95.0,249.3611476190476,4750.0
Uttarahalli,1125.0,2.0,1.0,2.0,47.65,47.60015741341991,4235.555555555556
other,3900.0,4.0,2.0,4.0,175.0,457.3752380952381,4487.179487179487
Raja Rajeshwari Nagar,1133.0,2.0,1.0,2.0,38.37,45.001812222222206,3386.5842894969105
other,1240.0,2.0,2.0,2.0,60.0,50.217116300366285,4838.709677419355
other,1466.0,3.0,3.0,3.0,77.59,68.91765928571427,5292.633015006822
other,3870.0,4.0,2.0,4.0,411.0,495.81916666666666,10620.15503875969
other,1610.0,2.0,2.0,3.0,115.0,105.1077563492064,7142.857142857143
Sarjapur  Road,1220.0,3.0,2.0,3.0,56.0,57.969430158730155,4590.163934426229
other,1225.0,2.0,2.0,2.0,48.0,58.188157754492906,3918.3673469387754
other,1300.0,2.0,1.0,2.0,54.0,75.23342027164011,4153.846153846154
Thanisandra,1996.0,4.0,1.0,3.0,123.0,126.91083333333334,6162.324649298597
other,1320.0,2.0,2.0,3.0,55.0,58.191633705183705,4166.666666666667
other,1800.0,3.0,2.0,3.0,240.0,124.9853064642436,13333.333333333334
other,1835.0,3.0,3.0,3.0,175.0,91.67314285714288,9536.784741144415
Sarjapur  Road,1435.0,3.0,2.0,3.0,90.0,68.45136666666663,6271.777003484321
Whitefield,4097.0,3.0,0.0,3.0,400.0,416.755,9763.24139614352
other,1601.0,3.0,3.0,3.0,70.0,94.36680158556612,4372.2673329169265
other,1257.0,2.0,2.0,2.0,93.0,91.19681260461759,7398.568019093079
other,3596.0,5.0,1.0,4.0,260.0,275.5477950937952,7230.255839822024
other,1309.0,2.0,2.0,2.0,95.0,87.93446734126981,7257.448433919022
other,1362.0,2.0,0.0,2.0,100.0,56.18282916666667,7342.143906020558
Whitefield,1115.0,2.0,1.0,2.0,55.0,52.51159916666663,4932.735426008969
Whitefield,1870.0,3.0,2.0,3.0,90.0,106.78599999999999,4812.834224598931
other,1322.0,2.0,1.0,2.0,61.99,85.96723333333331,4689.10741301059
other,1450.0,2.0,1.0,3.0,65.0,68.58709999999999,4482.758620689655
other,1185.0,2.0,2.0,2.0,67.0,63.67180391275393,5654.008438818565
7th Phase JP Nagar,1790.0,3.0,3.0,3.0,120.0,94.5768,6703.91061452514
Whitefield,3450.0,4.0,2.0,3.0,208.0,225.83,6028.985507246377
other,1050.0,2.0,2.0,2.0,52.5,53.63067564648229,5000.0
other,693.0,1.0,0.0,1.0,27.375,32.31065,3950.21645021645
Sarjapur  Road,5400.0,4.0,2.0,4.0,750.0,721.55,13888.888888888889
other,775.0,1.0,0.0,1.0,39.0,35.90732916666666,5032.258064516129
other,1000.0,2.0,2.0,2.0,48.0,45.03574508455436,4800.0
Thanisandra,1183.0,2.0,1.0,2.0,77.25,69.15212880952384,6530.0084530853765
other,1282.0,3.0,2.0,3.0,178.0,175.41,13884.555382215289
other,425.0,1.0,1.0,1.0,15.0,16.01889285714286,3529.4117647058824
other,820.0,2.0,2.0,2.0,30.0,33.925,3658.5365853658536
Hebbal,1200.0,2.0,2.0,2.0,52.0,58.63924999999998,4333.333333333333
other,1151.0,2.0,2.0,2.0,43.6,46.39202878787881,3788.010425716768
other,1320.0,2.0,2.0,3.0,59.0,58.191633705183705,4469.69696969697
other,1450.0,3.0,2.0,3.0,68.0,71.90208385336884,4689.6551724137935
other,1270.0,2.0,3.0,3.0,50.79,53.751945000000006,3999.212598425197
other,1847.0,3.0,2.0,3.0,123.0,119.56721933621934,6659.447753113156
other,1020.0,2.0,1.0,1.0,49.87,45.93096088395946,4889.21568627451
other,1650.0,3.0,0.0,3.0,95.0,110.3484166666667,5757.575757575758
other,2380.0,4.0,3.0,4.0,242.0,251.84353174603177,10168.067226890757
Electronic City,2400.0,2.0,0.0,3.0,78.0,134.05633333333333,3250.0
other,1160.0,2.0,2.0,2.0,44.0,46.00748912044959,3793.103448275862
Haralur Road,2805.0,4.0,3.0,4.0,154.0,160.435,5490.196078431372
other,1360.0,3.0,0.0,3.0,47.6,65.29446904761912,3500.0
other,1089.0,2.0,1.0,2.0,49.0,52.23142777777778,4499.540863177227
Yelahanka,1115.0,2.0,2.0,2.0,60.0,56.253882142857144,5381.165919282511
other,1215.0,2.0,1.0,2.0,45.0,46.38800393578643,3703.703703703704
Sarjapur  Road,1194.0,2.0,1.0,2.0,51.0,54.507000000000005,4271.356783919598
other,1536.0,3.0,1.0,3.0,104.0,99.3747380952381,6770.833333333333
other,1255.0,2.0,2.0,2.0,55.5,59.16199837524104,4422.310756972111
Electronic City,1571.0,3.0,2.0,3.0,83.0,85.61200000000001,5283.259070655633
other,900.0,1.0,0.0,2.0,70.0,115.91572222222223,7777.777777777777
other,1517.0,2.0,2.0,2.0,125.0,107.89658333333335,8239.947264337508
other,664.0,1.0,1.0,1.0,35.4,35.32990396825396,5331.325301204819
other,1230.0,2.0,1.0,2.0,58.0,61.293280555555555,4715.447154471544
other,1340.0,2.0,2.0,2.0,72.0,66.7739405844156,5373.134328358209
other,1175.0,2.0,1.0,2.0,29.38,51.49707879410621,2500.425531914894
other,3569.0,4.0,1.0,4.0,600.0,275.26599206349204,16811.43177360605
other,1240.0,2.0,2.0,2.0,43.1,50.217116300366285,3475.8064516129034
Electronic City,1470.0,2.0,1.0,3.0,44.1,56.67712896825399,3000.0
7th Phase JP Nagar,1680.0,3.0,2.0,3.0,117.0,118.89228957153955,6964.285714285715
other,1000.0,2.0,2.0,2.0,35.0,45.03574508455436,3500.0
other,1071.0,2.0,1.0,2.0,51.0,58.10321898374503,4761.9047619047615
other,1512.0,3.0,0.0,3.0,80.0,84.15133333333335,5291.005291005291
other,3435.0,2.0,1.0,4.0,341.0,292.3366666666667,9927.21979621543
other,3144.0,3.0,1.0,3.0,455.0,380.72,14472.010178117049
other,1190.0,2.0,1.0,2.0,60.0,59.75389804084803,5042.016806722689
other,1550.0,2.0,3.0,3.0,80.0,70.21490476190475,5161.290322580645
Kanakpura Road,1283.0,2.0,2.0,2.0,63.22,73.80559999999997,4927.5136399064695
other,1325.0,2.0,2.0,2.0,73.0,71.77600564713065,5509.433962264151
Whitefield,1105.0,2.0,1.0,2.0,35.36,39.080133333333386,3200.0
other,1600.0,3.0,2.0,3.0,74.5,106.3725991976015,4656.25
other,400.0,2.0,2.0,4.0,35.0,45.17916666666667,8750.0
other,1100.0,2.0,1.0,2.0,44.55,56.64297445552915,4050.0
other,2099.0,3.0,3.0,3.0,147.0,150.42181818181817,7003.334921391139
other,1365.0,2.0,1.0,3.0,72.0,56.36545142857144,5274.725274725275
other,1485.0,3.0,3.0,2.0,132.0,111.5,8888.888888888889
other,1250.0,2.0,1.0,2.0,55.0,61.324603992286086,4400.0
other,1290.0,2.0,2.0,3.0,56.12,56.480908333333254,4350.387596899225
other,1170.0,2.0,1.0,2.0,46.79,50.2494546825397,3999.1452991452993
Kanakpura Road,1328.0,2.0,3.0,2.0,91.06,90.37990000000008,6856.9277108433735
Hennur Road,1232.0,2.0,1.0,2.0,87.0,76.45766620520003,7061.688311688312
other,1180.0,2.0,2.0,2.0,88.5,63.24652349976393,7500.0
Electronic City,1350.0,3.0,2.0,3.0,66.0,63.24249269480519,4888.888888888889
other,3602.0,4.0,0.0,4.0,280.0,281.7167045177045,7773.459189339256
other,2400.0,4.0,1.0,4.0,145.0,238.47409168609175,6041.666666666667
Electronic City Phase II,1020.0,2.0,2.0,2.0,32.0,33.13695339743589,3137.2549019607845
other,1410.0,2.0,3.0,3.0,49.34,52.176190786713285,3499.290780141844
other,2159.0,3.0,2.0,3.0,120.0,117.73503968253965,5558.12876331635
other,1200.0,2.0,0.0,3.0,66.0,78.87850131915609,5500.0
other,1255.0,2.0,1.0,2.0,57.5,57.77846361382039,4581.673306772908
Whitefield,1074.0,2.0,1.0,2.0,42.79,45.463099999999976,3984.171322160149
other,1200.0,3.0,2.0,3.0,72.0,134.81663742748796,6000.0
other,1170.0,2.0,2.0,3.0,35.41,53.512090237761846,3026.495726495726
other,728.5,1.0,0.0,1.0,31.315,36.73460000000003,4298.558682223747
other,1660.0,2.0,0.0,3.0,100.0,96.6326,6024.096385542169
other,900.0,6.0,1.0,5.0,95.0,100.88333333333334,10555.555555555555
other,1850.0,3.0,0.0,6.0,175.0,164.315,9459.45945945946
other,510.0,1.0,0.0,1.0,34.0,36.745,6666.666666666667
other,1601.0,3.0,2.0,3.0,95.0,98.66135185308416,5933.791380387258
other,952.0,2.0,1.0,2.0,42.0,42.19787084576864,4411.764705882353
other,1166.0,2.0,3.0,2.0,65.0,61.436130634920644,5574.614065180103
other,2700.0,2.0,1.0,3.0,260.0,277.02083333333337,9629.62962962963
Electronic City Phase II,1900.0,3.0,1.0,4.0,97.0,126.97083333333335,5105.263157894737
other,1350.0,2.0,0.0,3.0,175.0,108.83308253968255,12962.962962962964
Haralur Road,1520.0,2.0,2.0,3.0,96.0,90.95667857142857,6315.789473684211
other,2100.0,6.0,3.0,4.0,100.0,130.19,4761.9047619047615
other,1175.0,2.0,2.0,2.0,50.0,61.10737366572928,4255.31914893617
other,1432.0,2.0,2.0,2.0,68.0,78.93420000000002,4748.6033519553075
other,1005.0,2.0,1.0,2.0,39.77,47.80680589105339,3957.213930348259
other,1309.0,2.0,1.0,2.0,80.0,80.76126666666666,6111.535523300229
other,2251.0,4.0,2.0,3.0,370.0,306.5725,16437.139049311416
7th Phase JP Nagar,1050.0,2.0,1.0,2.0,77.0,58.66980871239875,7333.333333333333
Kanakpura Road,1100.0,3.0,2.0,3.0,53.0,54.43189702380949,4818.181818181818
other,2400.0,3.0,3.0,3.0,310.0,174.3456266233766,12916.666666666666
other,1565.0,2.0,2.0,3.0,56.34,58.99612962898213,3600.0
other,940.0,2.0,1.0,2.0,56.0,45.29058381673879,5957.446808510638
other,1015.0,2.0,1.0,2.0,40.1,43.68417686313687,3950.7389162561576
other,2400.0,2.0,0.0,3.0,360.0,281.8116666666667,15000.0
Electronic City,1652.0,3.0,3.0,3.0,110.0,102.45392857142859,6658.595641646489
Whitefield,1100.0,2.0,2.0,2.0,52.0,56.50399900221728,4727.272727272727
other,2340.0,4.0,1.0,4.0,145.0,150.44733333333335,6196.581196581196
other,1084.0,2.0,1.0,2.0,179.0,88.54482499999999,16512.91512915129
other,1200.0,1.0,1.0,2.0,81.0,82.63096248196248,6750.0
other,1400.0,3.0,3.0,3.0,69.0,107.9901111111111,4928.571428571428
other,2400.0,5.0,0.0,4.0,320.0,255.98833333333332,13333.333333333334
Electronic City Phase II,1020.0,2.0,1.0,2.0,27.43,29.6397671103896,2689.2156862745096
Whitefield,1267.0,2.0,1.0,2.0,90.33,86.39206666666665,7129.439621152328
other,2439.0,4.0,3.0,4.0,185.0,185.34595238095235,7585.075850758508
other,1645.0,3.0,0.0,3.0,95.0,104.64750000000002,5775.075987841945
other,1100.0,2.0,2.0,3.0,75.0,67.28807142857141,6818.181818181818
Electronic City,1320.0,2.0,1.0,3.0,38.12,40.955307380952384,2887.8787878787875
other,1000.0,2.0,1.0,2.0,29.7,47.18313045524569,2970.0
Whitefield,5000.0,5.0,2.0,4.0,550.0,489.6533333333334,11000.0
other,2500.0,6.0,3.0,6.0,58.0,136.54,2320.0
other,2480.0,2.0,1.0,2.0,160.0,159.07960714285716,6451.612903225807
other,1086.0,2.0,2.0,2.0,44.5,37.403196428571405,4097.605893186003
other,416.0,1.0,1.0,1.0,18.0,18.040154761904763,4326.923076923077
Hennur Road,1066.0,2.0,1.0,2.0,52.23,49.305313333333295,4899.624765478424
other,1730.0,3.0,1.0,3.0,93.0,104.48942857142858,5375.722543352601
other,1205.0,2.0,1.0,2.0,63.86,63.1188344542794,5299.585062240664
Marathahalli,2500.0,5.0,2.0,4.0,175.0,191.6445,7000.0
other,960.0,2.0,1.0,2.0,55.0,44.97614285714286,5729.166666666667
Haralur Road,1510.0,3.0,2.0,3.0,83.05,81.01460000000009,5500.0
other,1600.0,4.0,2.0,4.0,90.0,117.61,5625.0
other,2300.0,3.0,2.0,3.0,142.0,207.02664285714286,6173.913043478261
other,1000.0,2.0,1.0,2.0,63.0,47.18313045524569,6300.0
other,1160.0,2.0,1.0,2.0,46.39,52.10141449834914,3999.137931034483
other,1553.0,2.0,2.0,3.0,58.23,60.96148849206341,3749.5170637475853
other,3436.0,5.0,0.0,4.0,345.0,327.20057142857144,10040.745052386495
other,1134.0,2.0,2.0,2.0,45.0,49.15464166666666,3968.253968253968
other,600.0,4.0,2.0,4.0,80.0,94.71506746031743,13333.333333333334
other,2400.0,3.0,3.0,5.0,80.0,141.53571428571428,3333.3333333333335
Whitefield,2400.0,4.0,1.0,4.0,143.0,164.72763852813853,5958.333333333333
other,1350.0,2.0,2.0,2.0,65.0,68.16927594627596,4814.814814814815
other,1032.0,2.0,1.0,2.0,42.0,37.7130025396825,4069.767441860465
other,1998.0,3.0,2.0,3.0,117.0,122.70207397865292,5855.855855855856
other,1225.0,2.0,2.0,2.0,48.0,58.188157754492906,3918.3673469387754
Sarjapur  Road,1262.0,2.0,2.0,2.0,67.0,64.29756666666667,5309.033280507131
other,1842.0,3.0,2.0,3.0,115.0,116.14,6243.213897937025
other,1300.0,2.0,0.0,2.0,60.0,85.05253384581106,4615.384615384615
other,1070.0,2.0,2.0,2.0,38.6,42.05554149800257,3607.4766355140187
other,950.0,2.0,1.0,2.0,33.0,41.52252424523735,3473.684210526316
other,1012.0,2.0,1.0,2.0,53.58,61.609969767438,5294.466403162055
other,1000.0,2.0,0.0,2.0,70.0,75.37479186596428,7000.0
other,1394.0,2.0,2.0,2.0,56.0,74.92375108225109,4017.2166427546626
other,1450.0,2.0,1.0,3.0,85.0,68.58709999999999,5862.068965517241
other,527.0,1.0,0.0,1.0,35.0,31.22866666666667,6641.366223908918
Sarjapur  Road,1693.0,3.0,2.0,3.0,125.0,119.97660980158729,7383.343177790904
other,3122.0,6.0,2.0,4.0,235.0,248.3837554112554,7527.226137091608
other,1000.0,2.0,1.0,2.0,46.0,47.18313045524569,4600.0
other,952.0,2.0,2.0,2.0,49.0,43.8509285353535,5147.058823529412
other,2050.0,4.0,0.0,3.0,270.0,251.33,13170.731707317073
other,1200.0,1.0,1.0,1.0,14.0,34.22735714285714,1166.6666666666667
other,1410.0,2.0,2.0,3.0,64.0,58.576888697315745,4539.007092198582
other,1400.0,2.0,2.0,2.0,108.0,94.72396050518108,7714.285714285715
other,3056.0,5.0,0.0,4.0,100.0,158.31,3272.251308900524
Sarjapur  Road,1826.0,3.0,2.0,3.0,125.0,128.16476190476192,6845.564074479737
other,1689.0,3.0,2.0,3.0,103.0,102.6965,6098.283007696862
other,1075.0,2.0,1.0,3.0,31.0,41.77439848548115,2883.720930232558
other,960.0,2.0,1.0,2.0,48.0,44.97614285714286,5000.0
other,808.0,2.0,1.0,2.0,40.0,36.14725,4950.495049504951
other,907.0,2.0,2.0,2.0,38.5,44.50549999999999,4244.7629547960305
Uttarahalli,1300.0,2.0,2.0,2.0,55.0,60.3764399167499,4230.7692307692305
other,1804.0,3.0,2.0,3.0,150.0,147.6120833333334,8314.855875831485
other,1350.0,3.0,2.0,3.0,81.0,67.04250445332447,6000.0
Whitefield,1836.0,3.0,2.0,3.0,125.0,130.27,6808.278867102396
other,826.0,2.0,2.0,2.0,36.0,34.872761904761916,4358.353510895884
other,1200.0,2.0,3.0,2.0,68.0,65.53116314489631,5666.666666666667
other,3000.0,3.0,3.0,4.0,300.0,269.1906666666667,10000.0
other,2400.0,4.0,2.0,4.0,405.0,353.3684286546787,16875.0
other,1460.0,2.0,0.0,2.0,80.0,78.49125,5479.45205479452
other,1200.0,4.0,3.0,4.0,140.0,168.7786024531024,11666.666666666666
other,965.0,2.0,2.0,2.0,56.0,46.84979285714282,5803.108808290155
other,2000.0,4.0,2.0,4.0,95.0,169.5225,4750.0
other,1395.0,2.0,2.0,3.0,70.0,71.65315223387724,5017.921146953405
Sarjapur  Road,1660.0,3.0,2.0,3.0,116.0,100.2867190476191,6987.951807228916
other,935.0,2.0,2.0,2.0,35.0,37.476073809523804,3743.3155080213905
other,1180.0,2.0,1.0,2.0,39.0,75.3513805783106,3305.084745762712
Electronic City,1090.0,2.0,1.0,2.0,31.48,33.30524214285715,2888.0733944954127
Kanakpura Road,1204.0,2.0,1.0,2.0,82.0,76.3415846153846,6810.631229235881
other,2072.0,4.0,2.0,3.0,153.0,152.23600056887554,7384.169884169884
Haralur Road,1056.0,2.0,1.0,2.0,65.0,62.215028571428576,6155.30303030303
Hebbal,985.0,2.0,2.0,2.0,62.0,58.73268,6294.416243654822
other,1315.0,2.0,2.0,3.0,49.0,53.52549047619047,3726.235741444867
other,734.0,2.0,1.0,2.0,22.0,37.13889999999998,2997.275204359673
other,2900.0,4.0,2.0,4.0,200.0,215.03785714285715,6896.551724137931
Yelahanka,2317.0,4.0,3.0,3.0,140.0,146.08833333333334,6042.296072507553
other,600.0,1.0,0.0,1.0,45.0,46.10695662638446,7500.0
other,2200.0,3.0,0.0,4.0,115.0,117.5161777777778,5227.272727272727
other,656.0,2.0,1.0,2.0,25.0,24.356174025974028,3810.9756097560976
other,400.0,1.0,1.0,1.0,11.5,21.173460039960034,2875.0
other,666.0,1.0,1.0,1.0,36.8,38.826650000000036,5525.525525525525
other,3293.0,5.0,2.0,4.0,425.0,384.07550000000003,12906.16459155785
7th Phase JP Nagar,1174.0,2.0,1.0,2.0,47.0,55.203755411255415,4003.4071550255535
other,1153.0,2.0,2.0,2.0,56.7,54.1005615169553,4917.606244579359
other,1000.0,4.0,1.0,4.0,90.0,88.29733333333334,9000.0
other,2400.0,5.0,2.0,5.0,85.0,199.5293134920635,3541.6666666666665
Marathahalli,957.0,2.0,1.0,2.0,47.0,47.68646190476189,4911.180773249739
other,910.0,2.0,2.0,2.0,160.0,118.91946666666666,17582.417582417584
Sarjapur  Road,1060.0,2.0,1.0,2.0,50.0,53.24863529411767,4716.981132075472
other,1000.0,2.0,1.0,2.0,50.0,47.18313045524569,5000.0
Kanakpura Road,1843.0,3.0,2.0,3.0,88.0,90.12865584415586,4774.823657080847
Kanakpura Road,1150.0,2.0,2.0,3.0,40.25,50.36787069264069,3500.0
other,1230.0,2.0,2.0,3.0,31.37,43.74956303418803,2550.4065040650407
other,3197.0,5.0,2.0,4.0,335.0,341.1117857142857,10478.573662808883
Kanakpura Road,1703.0,3.0,2.0,3.0,130.0,114.36741904761907,7633.587786259542
other,1125.0,2.0,1.0,2.0,41.5,52.03344849747898,3688.8888888888887
other,1516.0,3.0,3.0,3.0,65.0,74.43893678571429,4287.598944591029
other,1130.0,2.0,2.0,2.0,56.0,52.51160225885224,4955.7522123893805
other,3596.0,5.0,1.0,4.0,279.0,275.5477950937952,7758.620689655172
other,1512.0,3.0,2.0,3.0,103.0,87.75389166666673,6812.169312169312
Thanisandra,1491.0,3.0,1.0,3.0,88.0,98.66304999999997,5902.079141515761
other,1250.0,2.0,2.0,2.0,95.0,67.45914489512882,7600.0
other,1650.0,3.0,2.0,3.0,90.75,101.13681782465572,5500.0
Raja Rajeshwari Nagar,1140.0,2.0,1.0,2.0,48.7,49.45662392857142,4271.929824561404
other,1200.0,4.0,1.0,4.0,110.0,139.58382221004393,9166.666666666666
Thanisandra,1881.0,3.0,0.0,3.0,95.0,99.28143333333331,5050.50505050505
Kanakpura Road,1100.0,3.0,2.0,3.0,56.57,54.43189702380949,5142.727272727273
other,2666.0,4.0,1.0,3.0,200.0,206.93,7501.875468867217
other,1500.0,2.0,1.0,2.0,50.0,61.41275,3333.3333333333335
other,1217.0,2.0,1.0,2.0,164.0,132.25627365800864,13475.760065735414
Whitefield,1197.0,2.0,1.0,2.0,50.0,52.30736868326117,4177.109440267335
other,2400.0,4.0,1.0,6.0,170.0,216.3172023809524,7083.333333333333
other,1345.0,3.0,2.0,3.0,60.0,61.530933066378054,4460.966542750929
other,1200.0,4.0,2.0,4.0,100.0,171.61884160161964,8333.333333333334
Bannerghatta Road,3230.0,5.0,0.0,4.0,165.0,269.05,5108.359133126935
other,1260.0,2.0,1.0,3.0,95.0,67.61047041847041,7539.68253968254
Sarjapur  Road,2750.0,5.0,1.0,4.0,240.0,230.7015,8727.272727272728
other,1200.0,2.0,0.0,2.0,80.0,75.83622885487857,6666.666666666667
other,1650.0,3.0,0.0,3.0,52.0,110.3484166666667,3151.5151515151515
other,600.0,1.0,0.0,1.0,45.0,46.10695662638446,7500.0
Uttarahalli,1025.0,2.0,1.0,2.0,35.88,36.975114285714355,3500.4878048780492
Hennur Road,973.0,2.0,1.0,2.0,56.0,50.185114921138386,5755.395683453237
other,4110.0,4.0,2.0,4.0,590.0,488.05,14355.231143552312
other,2533.0,3.0,3.0,3.0,425.0,192.42666666666665,16778.523489932886
other,1007.0,2.0,1.0,2.0,75.0,65.37515909090908,7447.864945382324
other,800.0,1.0,0.0,1.0,39.99,56.29993083333332,4998.75
Sarjapur  Road,1830.0,3.0,1.0,3.0,119.0,118.65966666666665,6502.732240437159
other,1077.0,2.0,1.0,2.0,50.0,42.866473333333346,4642.525533890436
other,672.0,1.0,1.0,1.0,27.0,32.96253333333332,4017.8571428571427
other,1280.0,3.0,0.0,3.0,87.0,85.04576666666668,6796.875
other,865.0,2.0,0.0,2.0,40.0,40.39580000000001,4624.277456647399
other,1000.0,2.0,2.0,2.0,33.0,45.03574508455436,3300.0
other,1285.0,2.0,2.0,2.0,65.0,69.7321706349206,5058.365758754864
Thanisandra,662.0,1.0,1.0,1.0,29.0,36.20915714285715,4380.664652567976
Whitefield,2297.0,5.0,2.0,5.0,269.0,248.5593333333333,11710.927296473661
other,3750.0,6.0,3.0,5.0,295.0,267.55,7866.666666666667
other,1850.0,3.0,3.0,3.0,95.0,100.93120021645022,5135.135135135135
other,1754.0,3.0,2.0,3.0,132.0,127.69633333333333,7525.655644241733
other,1200.0,4.0,2.0,5.0,150.0,193.92080988455984,12500.0
other,2200.0,7.0,2.0,5.0,350.0,153.06333333333333,15909.09090909091
other,1567.0,3.0,1.0,3.0,100.0,101.82,6381.620931716656
other,1695.0,3.0,3.0,3.0,50.0,78.11797142857142,2949.8525073746314
other,360.0,2.0,1.0,2.0,40.0,37.61,11111.111111111111
other,1150.0,2.0,1.0,2.0,69.44,54.27051945862626,6038.260869565217
other,1690.0,3.0,2.0,3.0,85.0,95.54920779220777,5029.585798816568
other,2350.0,3.0,2.0,3.0,210.0,286.24966666666666,8936.170212765957
other,1057.0,2.0,1.0,2.0,65.0,46.041696587301566,6149.479659413434
Hebbal,1320.0,2.0,1.0,2.0,91.0,92.24208095238095,6893.939393939394
other,2119.0,4.0,3.0,4.0,111.0,111.92,5238.319962246343
other,1125.0,2.0,1.0,2.0,48.0,52.03344849747898,4266.666666666667
Kanakpura Road,2254.0,3.0,2.0,3.0,170.0,166.60373809523807,7542.147293700089
other,645.0,1.0,1.0,1.0,34.18,23.702164701801472,5299.224806201551
other,1050.0,2.0,2.0,2.0,52.08,53.63067564648229,4960.0
other,1040.0,2.0,1.0,2.0,41.6,53.44899789849039,4000.0
Sarjapur  Road,1700.0,3.0,1.0,3.0,194.0,121.24394329004328,11411.764705882353
other,1760.0,3.0,0.0,3.0,115.0,125.45909126984128,6534.090909090909
other,1138.0,3.0,2.0,3.0,128.0,122.1907142857143,11247.80316344464
Sarjapur  Road,984.0,2.0,1.0,2.0,45.91,48.02501183705181,4665.650406504065
