location,total_sqft,bath,balcony,bhk,price
Kanakpura Road,1283.0,2.0,2.0,2.0,63.22
other,1325.0,2.0,2.0,2.0,73.0
Whitefield,1105.0,2.0,1.0,2.0,35.36
other,1600.0,3.0,2.0,3.0,74.5
other,400.0,2.0,2.0,4.0,35.0
other,1100.0,2.0,1.0,2.0,44.55
other,2099.0,3.0,3.0,3.0,147.0
other,1365.0,2.0,1.0,3.0,72.0
other,1485.0,3.0,3.0,2.0,132.0
other,1250.0,2.0,1.0,2.0,55.0
other,1290.0,2.0,2.0,3.0,56.12
other,1170.0,2.0,1.0,2.0,46.79
Kanakpura Road,1328.0,2.0,3.0,2.0,91.06
Hennur Road,1232.0,2.0,1.0,2.0,87.0
other,1180.0,2.0,2.0,2.0,88.5
Electronic City,1350.0,3.0,2.0,3.0,66.0
other,3602.0,4.0,0.0,4.0,280.0
other,2400.0,4.0,1.0,4.0,145.0
Electronic City Phase II,1020.0,2.0,2.0,2.0,32.0
other,1410.0,2.0,3.0,3.0,49.34
other,2159.0,3.0,2.0,3.0,120.0
other,1200.0,2.0,0.0,3.0,66.0
other,1255.0,2.0,1.0,2.0,57.5
Whitefield,1074.0,2.0,1.0,2.0,42.79
other,1200.0,3.0,2.0,3.0,72.0
other,1170.0,2.0,2.0,3.0,35.41
other,728.5,1.0,0.0,1.0,31.315
other,1660.0,2.0,0.0,3.0,100.0
other,900.0,6.0,1.0,5.0,95.0
other,1850.0,3.0,0.0,6.0,175.0
other,510.0,1.0,0.0,1.0,34.0
other,1601.0,3.0,2.0,3.0,95.0
other,952.0,2.0,1.0,2.0,42.0
other,1166.0,2.0,3.0,2.0,65.0
other,2700.0,2.0,1.0,3.0,260.0
Electronic City Phase II,1900.0,3.0,1.0,4.0,97.0
other,1350.0,2.0,0.0,3.0,175.0
Haralur Road,1520.0,2.0,2.0,3.0,96.0
other,2100.0,6.0,3.0,4.0,100.0
other,1175.0,2.0,2.0,2.0,50.0
other,1432.0,2.0,2.0,2.0,68.0
other,1005.0,2.0,1.0,2.0,39.77
other,1309.0,2.0,1.0,2.0,80.0
other,2251.0,4.0,2.0,3.0,370.0
7th Phase JP Nagar,1050.0,2.0,1.0,2.0,77.0
Kanakpura Road,1100.0,3.0,2.0,3.0,53.0
other,2400.0,3.0,3.0,3.0,310.0
other,1565.0,2.0,2.0,3.0,56.34
other,940.0,2.0,1.0,2.0,56.0
other,1015.0,2.0,1.0,2.0,40.1
other,2400.0,2.0,0.0,3.0,360.0
Electronic City,1652.0,3.0,3.0,3.0,110.0
Whitefield,1100.0,2.0,2.0,2.0,52.0
other,2340.0,4.0,1.0,4.0,145.0
other,1084.0,2.0,1.0,2.0,179.0
other,1200.0,1.0,1.0,2.0,81.0
other,1400.0,3.0,3.0,3.0,69.0
other,2400.0,5.0,0.0,4.0,320.0
Electronic City Phase II,1020.0,2.0,1.0,2.0,27.43
Whitefield,1267.0,2.0,1.0,2.0,90.33
other,2439.0,4.0,3.0,4.0,185.0
other,1645.0,3.0,0.0,3.0,95.0
other,1100.0,2.0,2.0,3.0,75.0
Electronic City,1320.0,2.0,1.0,3.0,38.12
other,1000.0,2.0,1.0,2.0,29.7
Whitefield,5000.0,5.0,2.0,4.0,550.0
other,2500.0,6.0,3.0,6.0,58.0
other,2480.0,2.0,1.0,2.0,160.0
other,1086.0,2.0,2.0,2.0,44.5
other,416.0,1.0,1.0,1.0,18.0
Hennur Road,1066.0,2.0,1.0,2.0,52.23
other,1730.0,3.0,1.0,3.0,93.0
other,1205.0,2.0,1.0,2.0,63.86
Marathahalli,2500.0,5.0,2.0,4.0,175.0
other,960.0,2.0,1.0,2.0,55.0
Haralur Road,1510.0,3.0,2.0,3.0,83.05
other,1600.0,4.0,2.0,4.0,90.0
other,2300.0,3.0,2.0,3.0,142.0
other,1000.0,2.0,1.0,2.0,63.0
other,1160.0,2.0,1.0,2.0,46.39
other,1553.0,2.0,2.0,3.0,58.23
other,3436.0,5.0,0.0,4.0,345.0
other,1134.0,2.0,2.0,2.0,45.0
other,600.0,4.0,2.0,4.0,80.0
other,2400.0,3.0,3.0,5.0,80.0
Whitefield,2400.0,4.0,1.0,4.0,143.0
other,1350.0,2.0,2.0,2.0,65.0
other,1032.0,2.0,1.0,2.0,42.0
other,1998.0,3.0,2.0,3.0,117.0
other,1225.0,2.0,2.0,2.0,48.0
Sarjapur  Road,1262.0,2.0,2.0,2.0,67.0
other,1842.0,3.0,2.0,3.0,115.0
other,1300.0,2.0,0.0,2.0,60.0
other,1070.0,2.0,2.0,2.0,38.6
other,950.0,2.0,1.0,2.0,33.0
other,1012.0,2.0,1.0,2.0,53.58
other,1000.0,2.0,0.0,2.0,70.0
other,1394.0,2.0,2.0,2.0,56.0
other,1450.0,2.0,1.0,3.0,85.0
other,527.0,1.0,0.0,1.0,35.0
Sarjapur  Road,1693.0,3.0,2.0,3.0,125.0
other,3122.0,6.0,2.0,4.0,235.0
other,1000.0,2.0,1.0,2.0,46.0
other,952.0,2.0,2.0,2.0,49.0
other,2050.0,4.0,0.0,3.0,270.0
other,1200.0,1.0,1.0,1.0,14.0
other,1410.0,2.0,2.0,3.0,64.0
other,1400.0,2.0,2.0,2.0,108.0
other,3056.0,5.0,0.0,4.0,100.0
Sarjapur  Road,1826.0,3.0,2.0,3.0,125.0
other,1689.0,3.0,2.0,3.0,103.0
other,1075.0,2.0,1.0,3.0,31.0
other,960.0,2.0,1.0,2.0,48.0
other,808.0,2.0,1.0,2.0,40.0
other,907.0,2.0,2.0,2.0,38.5
Uttarahalli,1300.0,2.0,2.0,2.0,55.0
other,1804.0,3.0,2.0,3.0,150.0
other,1350.0,3.0,2.0,3.0,81.0
Whitefield,1836.0,3.0,2.0,3.0,125.0
other,826.0,2.0,2.0,2.0,36.0
other,1200.0,2.0,3.0,2.0,68.0
other,3000.0,3.0,3.0,4.0,300.0
other,2400.0,4.0,2.0,4.0,405.0
other,1460.0,2.0,0.0,2.0,80.0
other,1200.0,4.0,3.0,4.0,140.0
other,965.0,2.0,2.0,2.0,56.0
other,2000.0,4.0,2.0,4.0,95.0
other,1395.0,2.0,2.0,3.0,70.0
Sarjapur  Road,1660.0,3.0,2.0,3.0,116.0
other,935.0,2.0,2.0,2.0,35.0
other,1180.0,2.0,1.0,2.0,39.0
Electronic City,1090.0,2.0,1.0,2.0,31.48
Kanakpura Road,1204.0,2.0,1.0,2.0,82.0
other,2072.0,4.0,2.0,3.0,153.0
Haralur Road,1056.0,2.0,1.0,2.0,65.0
Hebbal,985.0,2.0,2.0,2.0,62.0
other,1315.0,2.0,2.0,3.0,49.0
other,734.0,2.0,1.0,2.0,22.0
other,2900.0,4.0,2.0,4.0,200.0
Yelahanka,2317.0,4.0,3.0,3.0,140.0
other,600.0,1.0,0.0,1.0,45.0
other,2200.0,3.0,0.0,4.0,115.0
other,656.0,2.0,1.0,2.0,25.0
other,400.0,1.0,1.0,1.0,11.5
other,666.0,1.0,1.0,1.0,36.8
other,3293.0,5.0,2.0,4.0,425.0
7th Phase JP Nagar,1174.0,2.0,1.0,2.0,47.0
other,1153.0,2.0,2.0,2.0,56.7
other,1000.0,4.0,1.0,4.0,90.0
other,2400.0,5.0,2.0,5.0,85.0
Marathahalli,957.0,2.0,1.0,2.0,47.0
other,910.0,2.0,2.0,2.0,160.0
Sarjapur  Road,1060.0,2.0,1.0,2.0,50.0
other,1000.0,2.0,1.0,2.0,50.0
Kanakpura Road,1843.0,3.0,2.0,3.0,88.0
Kanakpura Road,1150.0,2.0,2.0,3.0,40.25
other,1230.0,2.0,2.0,3.0,31.37
other,3197.0,5.0,2.0,4.0,335.0
Kanakpura Road,1703.0,3.0,2.0,3.0,130.0
other,1125.0,2.0,1.0,2.0,41.5
other,1516.0,3.0,3.0,3.0,65.0
other,1130.0,2.0,2.0,2.0,56.0
other,3596.0,5.0,1.0,4.0,279.0
other,1512.0,3.0,2.0,3.0,103.0
Thanisandra,1491.0,3.0,1.0,3.0,88.0
other,1250.0,2.0,2.0,2.0,95.0
other,1650.0,3.0,2.0,3.0,90.75
Raja Rajeshwari Nagar,1140.0,2.0,1.0,2.0,48.7
other,1200.0,4.0,1.0,4.0,110.0
Thanisandra,1881.0,3.0,0.0,3.0,95.0
Kanakpura Road,1100.0,3.0,2.0,3.0,56.57
other,2666.0,4.0,1.0,3.0,200.0
other,1500.0,2.0,1.0,2.0,50.0
other,1217.0,2.0,1.0,2.0,164.0
Whitefield,1197.0,2.0,1.0,2.0,50.0
other,2400.0,4.0,1.0,6.0,170.0
other,1345.0,3.0,2.0,3.0,60.0
other,1200.0,4.0,2.0,4.0,100.0
Bannerghatta Road,3230.0,5.0,0.0,4.0,165.0
other,1260.0,2.0,1.0,3.0,95.0
Sarjapur  Road,2750.0,5.0,1.0,4.0,240.0
other,1200.0,2.0,0.0,2.0,80.0
other,1650.0,3.0,0.0,3.0,52.0
other,600.0,1.0,0.0,1.0,45.0
Uttarahalli,1025.0,2.0,1.0,2.0,35.88
Hennur Road,973.0,2.0,1.0,2.0,56.0
other,4110.0,4.0,2.0,4.0,590.0
other,2533.0,3.0,3.0,3.0,425.0
other,1007.0,2.0,1.0,2.0,75.0
other,800.0,1.0,0.0,1.0,39.99
Sarjapur  Road,1830.0,3.0,1.0,3.0,119.0
other,1077.0,2.0,1.0,2.0,50.0
other,672.0,1.0,1.0,1.0,27.0
other,1280.0,3.0,0.0,3.0,87.0
other,865.0,2.0,0.0,2.0,40.0
other,1000.0,2.0,2.0,2.0,33.0
other,1285.0,2.0,2.0,2.0,65.0
Thanisandra,662.0,1.0,1.0,1.0,29.0
Whitefield,2297.0,5.0,2.0,5.0,269.0
other,3750.0,6.0,3.0,5.0,295.0
other,1850.0,3.0,3.0,3.0,95.0
other,1754.0,3.0,2.0,3.0,132.0
other,1200.0,4.0,2.0,5.0,150.0
other,2200.0,7.0,2.0,5.0,350.0
other,1567.0,3.0,1.0,3.0,100.0
other,1695.0,3.0,3.0,3.0,50.0
other,360.0,2.0,1.0,2.0,40.0
other,1150.0,2.0,1.0,2.0,69.44
other,1690.0,3.0,2.0,3.0,85.0
other,2350.0,3.0,2.0,3.0,210.0
other,1057.0,2.0,1.0,2.0,65.0
Hebbal,1320.0,2.0,1.0,2.0,91.0
other,2119.0,4.0,3.0,4.0,111.0
other,1125.0,2.0,1.0,2.0,48.0
Kanakpura Road,2254.0,3.0,2.0,3.0,170.0
other,645.0,1.0,1.0,1.0,34.18
other,1050.0,2.0,2.0,2.0,52.08
other,1040.0,2.0,1.0,2.0,41.6
Sarjapur  Road,1700.0,3.0,1.0,3.0,194.0
other,1760.0,3.0,0.0,3.0,115.0
other,1138.0,3.0,2.0,3.0,128.0
Sarjapur  Road,984.0,2.0,1.0,2.0,45.91
Raja Rajeshwari Nagar,1140.0,2.0,2.0,2.0,38.65
Whitefield,3596.0,3.0,1.0,3.0,200.0
other,1365.0,3.0,2.0,3.0,54.0
other,560.0,1.0,0.0,1.0,19.0
other,1404.0,2.0,1.0,2.0,75.0
other,1540.0,4.0,3.0,4.0,45.0
Electronic City,1050.0,2.0,1.0,3.0,39.0
other,360.0,4.0,3.0,4.0,37.0
other,1550.0,3.0,3.0,3.0,72.5
Yelahanka,1653.0,3.0,3.0,3.0,93.0
other,1194.0,2.0,2.0,2.0,47.0
other,1471.0,2.0,3.0,3.0,75.0
Kanakpura Road,700.0,2.0,1.0,2.0,35.0
other,812.0,2.0,1.0,2.0,38.25
other,1504.0,2.0,2.0,3.0,83.0
other,1450.0,3.0,2.0,3.0,75.0
other,957.0,2.0,2.0,2.0,54.5
other,460.0,1.0,1.0,1.0,13.0
other,900.0,2.0,0.0,2.0,128.0
7th Phase JP Nagar,1050.0,2.0,1.0,2.0,75.0
other,1820.0,3.0,2.0,3.0,85.0
other,1033.0,2.0,2.0,2.0,32.0
other,800.0,1.0,1.0,2.0,90.0
other,520.0,2.0,0.0,1.0,29.0
other,1165.0,2.0,2.0,2.0,88.5
other,1280.0,2.0,1.0,2.0,61.0
other,1950.0,3.0,3.0,3.0,230.0
other,600.0,1.0,0.0,1.0,58.0
Kanakpura Road,1550.0,3.0,3.0,3.0,65.1
other,1392.0,2.0,1.0,2.0,130.0
other,1221.0,3.0,3.0,3.0,75.0
other,1000.0,1.0,1.0,1.0,19.0
other,1300.0,2.0,2.0,2.0,60.0
other,1065.0,2.0,3.0,2.0,31.5
other,1209.0,2.0,3.0,3.0,65.0
other,375.0,1.0,0.0,1.0,40.0
Sarjapur  Road,1929.0,4.0,1.0,3.0,101.0
Hennur Road,1255.0,2.0,1.0,2.0,84.0
other,1035.0,2.0,1.0,2.0,31.05
other,1200.0,5.0,2.0,4.0,270.0
other,1650.0,3.0,2.0,3.0,101.0
Whitefield,1275.0,2.0,3.0,3.0,65.0
Electronic City,1128.0,2.0,1.0,2.0,65.58
Raja Rajeshwari Nagar,1140.0,2.0,2.0,2.0,38.55
other,1200.0,4.0,2.0,4.0,200.0
Thanisandra,1183.0,2.0,2.0,2.0,58.56
Whitefield,1155.0,2.0,1.0,2.0,39.0
other,1245.0,2.0,2.0,3.0,43.57
other,1000.0,2.0,1.0,2.0,38.0
7th Phase JP Nagar,1040.0,2.0,1.0,2.0,75.0
other,2062.0,3.0,0.0,4.0,140.0
other,1477.0,2.0,2.0,3.0,75.0
other,1050.0,3.0,3.0,4.0,85.0
Sarjapur  Road,1525.0,2.0,2.0,3.0,65.0
other,1220.0,2.0,1.0,2.0,65.0
Hebbal,2388.0,3.0,1.0,3.0,195.0
Electronic City,1355.0,2.0,1.0,2.0,97.6
Whitefield,1141.0,2.0,1.0,2.0,62.0
other,1046.0,2.0,0.0,2.0,49.06
Bannerghatta Road,630.0,1.0,2.0,1.0,35.0
other,1247.0,2.0,2.0,2.0,62.35
Marathahalli,3855.0,4.0,3.0,4.0,220.0
other,850.0,2.0,1.0,2.0,32.5
other,1120.0,2.0,2.0,2.0,36.0
other,1798.0,3.0,1.0,3.0,110.0
other,1180.0,2.0,1.0,3.0,45.0
other,1000.0,2.0,1.0,2.0,34.0
Whitefield,1216.0,2.0,1.0,2.0,82.0
other,900.0,2.0,0.0,2.0,65.0
other,1100.0,2.0,0.0,2.0,65.0
other,1842.0,3.0,2.0,3.0,115.0
other,1075.0,2.0,1.0,3.0,43.0
Whitefield,1495.0,3.0,3.0,2.0,88.0
Kanakpura Road,1700.0,3.0,3.0,3.0,120.0
Whitefield,1564.0,3.0,1.0,3.0,103.0
other,1256.0,2.0,1.0,2.0,65.0
other,1047.0,2.0,1.0,2.0,89.0
other,1458.0,3.0,1.0,3.0,78.45
other,1063.0,2.0,1.0,2.0,61.17
other,1150.0,2.0,1.0,2.0,52.5
other,450.0,1.0,1.0,1.0,9.0
other,1360.0,2.0,0.0,2.0,45.0
Marathahalli,1605.0,3.0,2.0,3.0,76.0
other,1200.0,4.0,2.0,3.0,205.0
Haralur Road,1810.0,3.0,2.0,3.0,100.0
other,1250.0,2.0,2.0,2.0,48.5
other,1475.0,2.0,2.0,3.0,58.99
other,1100.0,3.0,0.0,2.0,125.0
other,850.0,2.0,1.0,2.0,25.4
Electronic City Phase II,1025.0,2.0,1.0,2.0,26.65
Uttarahalli,980.0,2.0,1.0,2.0,45.0
other,1428.0,2.0,1.0,3.0,70.0
other,1130.0,2.0,0.0,2.0,74.0
Kanakpura Road,1592.0,3.0,0.0,3.0,125.0
other,2050.0,3.0,3.0,3.0,82.0
other,1407.0,2.0,1.0,2.0,83.87
other,4170.0,3.0,2.0,3.0,800.0
Whitefield,1585.0,3.0,1.0,3.0,84.0
other,1785.0,3.0,2.0,3.0,130.0
other,900.0,2.0,3.0,2.0,45.0
other,1350.0,4.0,2.0,4.0,160.0
Kanakpura Road,1843.0,3.0,2.0,3.0,96.2
other,2375.0,3.0,0.0,4.0,260.0
other,1200.0,2.0,1.0,2.0,67.0
other,1113.0,2.0,1.0,2.0,52.0
Uttarahalli,1125.0,2.0,1.0,2.0,47.0
Whitefield,1200.0,3.0,1.0,3.0,56.0
other,1150.0,3.0,2.0,3.0,45.0
other,770.0,1.0,1.0,2.0,70.0
other,1181.0,2.0,2.0,2.0,57.0
Kanakpura Road,1550.0,3.0,3.0,3.0,64.7
other,1200.0,2.0,0.0,2.0,86.0
Raja Rajeshwari Nagar,1295.0,2.0,2.0,2.0,55.47
other,480.0,3.0,3.0,3.0,65.0
other,1506.0,3.0,1.0,3.0,95.0
other,1872.0,3.0,2.0,3.0,152.0
Sarjapur  Road,2900.0,4.0,2.0,4.0,240.0
other,1326.0,2.0,1.0,3.0,35.0
other,1040.0,2.0,1.0,2.0,33.28
other,1200.0,5.0,1.0,5.0,90.0
other,1020.0,2.0,1.0,2.0,48.0
other,1400.0,3.0,2.0,3.0,90.0
other,4000.0,12.0,0.0,10.0,160.0
other,812.0,1.0,1.0,1.0,26.0
other,1100.0,2.0,1.0,2.0,54.0
other,829.0,2.0,1.0,2.0,22.8
other,750.0,4.0,3.0,5.0,95.0
other,2700.0,4.0,2.0,4.0,350.0
Kanakpura Road,1500.0,3.0,1.0,3.0,72.99
other,850.0,2.0,1.0,2.0,25.99
other,1180.0,2.0,2.0,2.0,60.0
other,5108.0,5.0,2.0,4.0,995.0
other,2215.0,4.0,2.0,3.0,150.0
other,1010.0,2.0,1.0,2.0,36.0
Marathahalli,1350.0,2.0,2.0,2.0,60.0
other,1100.0,2.0,0.0,2.0,50.0
Kanakpura Road,1450.0,2.0,2.0,3.0,62.93
Raja Rajeshwari Nagar,1133.0,2.0,2.0,2.0,40.0
Thanisandra,1564.0,3.0,2.0,3.0,100.0
other,640.0,1.0,0.0,2.0,10.5
other,2072.0,4.0,2.0,3.0,157.0
other,432.0,2.0,1.0,2.0,65.0
other,1460.0,2.0,3.0,3.0,51.1
other,600.0,2.0,1.0,1.0,35.0
other,1050.0,2.0,2.0,2.0,52.07
other,700.0,2.0,1.0,2.0,35.0
other,1200.0,3.0,0.0,3.0,66.0
Yelahanka,654.0,1.0,1.0,1.0,38.0
other,1105.0,2.0,2.0,2.0,50.0
other,1800.0,3.0,3.0,3.0,150.0
other,1200.0,2.0,2.0,2.0,160.0
other,700.0,1.0,1.0,1.0,30.84
other,1000.0,2.0,1.0,2.0,51.0
other,3500.0,5.0,0.0,5.0,350.0
other,1240.0,2.0,1.0,3.0,63.0
other,1200.0,2.0,3.0,2.0,45.0
other,1400.0,2.0,2.0,3.0,80.0
other,1393.0,3.0,2.0,3.0,54.0
Whitefield,1140.0,2.0,2.0,2.0,50.0
other,1000.0,5.0,0.0,5.0,130.0
other,1640.0,3.0,2.0,3.0,70.0
other,1200.0,2.0,0.0,2.0,62.0
other,720.0,2.0,2.0,2.0,65.0
other,1650.0,3.0,3.0,3.0,68.0
other,2496.0,4.0,2.0,4.0,125.0
other,905.0,2.0,1.0,2.0,32.0
other,1600.0,3.0,1.0,3.0,125.0
other,1070.0,2.0,1.0,2.0,45.48
other,8400.0,5.0,2.0,4.0,1675.0
other,1200.0,2.0,2.0,2.0,100.0
other,1800.0,5.0,2.0,5.0,350.0
other,2600.0,4.0,2.0,4.0,115.0
other,1145.0,2.0,2.0,2.0,75.0
other,1495.0,3.0,2.0,3.0,55.0
other,1400.0,3.0,2.0,3.0,53.0
Whitefield,1558.0,3.0,2.0,3.0,90.0
other,1007.0,2.0,1.0,2.0,53.0
other,902.0,2.0,1.0,2.0,25.26
other,1054.0,2.0,1.0,2.0,53.0
Uttarahalli,1135.0,2.0,3.0,3.0,39.73
other,996.0,2.0,2.0,2.0,49.0
other,1275.0,2.0,2.0,2.0,47.0
other,1250.0,2.0,0.0,2.0,75.0
other,2502.0,4.0,2.0,4.0,170.0
other,1394.0,2.0,3.0,2.0,52.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
Whitefield,1216.0,2.0,1.0,2.0,75.0
other,1075.0,2.0,1.0,2.0,57.0
other,1500.0,3.0,3.0,3.0,120.0
other,1708.0,3.0,1.0,4.0,76.0
Whitefield,1500.0,3.0,1.0,3.0,250.0
other,1800.0,4.0,3.0,3.0,115.0
other,1532.0,2.0,1.0,2.0,65.0
other,1726.0,3.0,2.0,3.0,81.99
other,1220.0,2.0,2.0,2.0,54.89
other,1100.0,2.0,2.0,2.0,50.0
other,1530.0,3.0,3.0,3.0,40.0
other,840.0,2.0,1.0,2.0,28.0
other,1250.0,4.0,3.0,3.0,39.0
other,1030.0,2.0,0.0,2.0,35.0
other,1499.0,3.0,2.0,3.0,89.0
other,1280.0,2.0,3.0,3.0,55.0
other,1170.0,2.0,2.0,2.0,59.0
other,2646.0,3.0,0.0,3.0,99.0
other,1161.0,2.0,3.0,2.0,36.69
Yelahanka,1633.0,2.0,1.0,2.0,72.0
other,1050.0,2.0,2.0,2.0,65.0
Hennur Road,1650.0,5.0,3.0,4.0,309.0
other,552.5,1.0,0.0,1.0,13.26
other,418.0,2.0,1.0,1.0,11.5
other,905.0,2.0,2.0,2.0,50.0
Raja Rajeshwari Nagar,1510.0,2.0,2.0,3.0,55.0
other,1390.0,2.0,3.0,3.0,60.47
other,1101.0,2.0,2.0,2.0,66.0
other,2736.0,4.0,0.0,4.0,130.0
other,2350.0,4.0,2.0,3.0,163.0
other,1056.0,2.0,2.0,2.0,55.0
Kanakpura Road,1425.0,2.0,2.0,3.0,49.88
other,1450.0,3.0,1.0,3.0,70.0
other,1000.0,2.0,2.0,2.0,34.0
Haralur Road,575.0,1.0,1.0,1.0,38.0
Uttarahalli,1350.0,2.0,2.0,3.0,47.24
Kanakpura Road,2000.0,2.0,0.0,3.0,180.0
other,1770.0,3.0,2.0,3.0,90.0
other,3155.0,3.0,2.0,3.0,315.0
other,616.0,3.0,1.0,2.0,45.0
other,745.0,1.0,0.0,1.0,34.27
other,6500.0,7.0,1.0,7.0,104.0
other,1547.0,2.0,2.0,2.0,103.0
other,1713.0,3.0,1.0,3.0,120.0
other,3300.0,4.0,2.0,4.0,430.0
other,1135.0,4.0,1.0,8.0,190.0
other,1856.0,4.0,2.0,3.0,180.0
other,1152.0,2.0,1.0,2.0,57.0
other,1100.0,2.0,1.0,2.0,46.75
other,2357.0,3.0,2.0,3.0,135.0
other,1820.0,4.0,2.0,3.0,95.0
other,1865.0,3.0,1.0,3.0,139.0
Kanakpura Road,1240.0,2.0,2.0,2.0,65.0
other,1360.0,3.0,1.0,3.0,75.0
other,4200.0,4.0,2.0,4.0,255.0
other,1450.0,2.0,2.0,3.0,63.51
other,1139.0,2.0,2.0,2.0,72.0
other,1565.0,2.0,2.0,3.0,56.0
other,1200.0,3.0,2.0,3.0,165.0
other,600.0,4.0,0.0,4.0,77.0
other,1200.0,2.0,2.0,2.0,39.0
other,1855.0,3.0,3.0,3.0,140.0
other,1100.0,2.0,1.0,2.0,55.0
other,1350.0,2.0,2.0,3.0,65.0
other,2266.0,3.0,2.0,3.0,207.0
other,660.0,1.0,1.0,1.0,23.0
other,1490.0,2.0,1.0,2.0,150.0
other,1083.0,2.0,1.0,3.0,48.0
Hennur Road,1232.0,2.0,1.0,2.0,83.0
Raja Rajeshwari Nagar,1550.0,3.0,1.0,3.0,86.8
Whitefield,1227.0,2.0,2.0,2.0,70.0
Sarjapur  Road,1059.0,2.0,2.0,2.0,68.0
Electronic City Phase II,545.0,1.0,1.0,2.0,29.0
other,1152.0,2.0,1.0,2.0,54.0
other,870.0,1.0,1.0,2.0,45.0
other,1210.0,2.0,1.0,2.0,78.0
Thanisandra,663.0,1.0,0.0,1.0,46.1
other,1464.0,2.0,1.0,3.0,135.0
other,1365.0,3.0,1.0,3.0,80.0
Whitefield,1704.0,3.0,1.0,3.0,120.0
Whitefield,1256.0,2.0,0.0,2.0,73.0
other,883.0,2.0,0.0,2.0,49.0
other,1080.0,2.0,1.0,3.0,45.0
other,497.0,1.0,1.0,2.0,25.0
other,1073.0,2.0,1.0,2.0,52.36
other,3000.0,6.0,3.0,6.0,250.0
other,1300.0,2.0,3.0,2.0,32.0
Thanisandra,662.0,1.0,0.0,1.0,45.0
other,1200.0,2.0,2.0,2.0,75.0
other,1550.0,3.0,3.0,3.0,75.0
other,1707.0,3.0,2.0,3.0,171.0
other,1310.0,2.0,2.0,2.0,80.43
Sarjapur  Road,1577.0,3.0,2.0,3.0,65.0
other,1324.0,3.0,2.0,3.0,65.0
other,1786.0,2.0,2.0,3.0,106.0
other,1174.0,2.0,1.0,2.0,75.0
other,565.0,1.0,1.0,1.0,33.0
7th Phase JP Nagar,1400.0,2.0,1.0,3.0,95.0
Electronic City,635.0,1.0,1.0,1.0,28.0
other,3000.0,8.0,2.0,6.0,400.0
other,1368.0,2.0,1.0,3.0,54.71
Kanakpura Road,1450.0,3.0,3.0,3.0,55.0
other,1045.0,2.0,2.0,2.0,48.0
Electronic City,1128.0,2.0,1.0,2.0,65.4
other,1125.0,2.0,1.0,2.0,54.0
Whitefield,1195.0,2.0,1.0,2.0,62.38
other,630.0,2.0,1.0,1.0,70.0
other,1350.0,2.0,0.0,3.0,105.0
other,1740.0,3.0,0.0,3.0,120.0
other,877.0,2.0,1.0,2.0,29.0
Whitefield,1770.0,4.0,1.0,3.0,68.0
other,450.0,1.0,1.0,1.0,15.0
other,1000.0,2.0,1.0,2.0,55.0
Whitefield,1300.0,2.0,2.0,2.0,78.0
other,1300.0,2.0,1.0,3.0,42.0
other,985.0,2.0,1.0,2.0,40.39
other,1045.0,2.0,2.0,2.0,42.0
other,1250.0,2.0,1.0,2.0,62.4
other,2400.0,4.0,1.0,3.0,130.0
Haralur Road,1194.0,2.0,2.0,2.0,46.0
Kanakpura Road,1420.0,3.0,3.0,3.0,68.0
other,1720.0,3.0,3.0,3.0,83.0
other,1530.0,2.0,2.0,3.0,74.4
other,1200.0,2.0,0.0,3.0,66.0
Whitefield,1570.0,3.0,3.0,3.0,88.0
Sarjapur  Road,1157.0,2.0,1.0,3.0,74.0
other,535.0,1.0,1.0,2.0,20.0
other,1120.0,2.0,2.0,2.0,39.2
other,1150.0,2.0,2.0,2.0,60.0
other,2400.0,5.0,2.0,5.0,200.0
Bannerghatta Road,1215.0,2.0,1.0,2.0,68.0
other,1444.0,2.0,1.0,2.0,75.97
other,2003.0,3.0,3.0,3.0,200.0
other,1100.0,2.0,2.0,2.0,70.0
other,900.0,2.0,1.0,2.0,42.0
other,1372.0,2.0,1.0,3.0,43.9
other,4500.0,5.0,3.0,4.0,150.0
other,1180.0,2.0,1.0,3.0,55.5
Electronic City,1096.0,2.0,2.0,2.0,39.0
other,2504.0,3.0,3.0,3.0,138.0
other,1350.0,2.0,2.0,3.0,47.25
other,420.0,1.0,1.0,1.0,23.5
Hennur Road,1832.0,3.0,1.0,3.0,116.0
other,1380.0,7.0,2.0,6.0,130.0
other,940.0,2.0,1.0,2.0,40.0
Whitefield,4290.0,5.0,3.0,4.0,625.0
Electronic City Phase II,1020.0,2.0,1.0,2.0,29.45
other,2500.0,6.0,0.0,6.0,81.0
Raja Rajeshwari Nagar,1400.0,2.0,2.0,2.0,45.0
other,1675.0,3.0,2.0,3.0,65.0
other,708.0,2.0,1.0,2.0,32.0
other,1123.0,2.0,1.0,2.0,36.0
other,1100.0,2.0,1.0,2.0,49.49
other,1225.0,2.0,2.0,2.0,71.05
other,1683.0,3.0,1.0,3.0,140.0
other,410.0,1.0,1.0,1.0,15.0
other,2400.0,2.0,2.0,3.0,300.0
other,1350.0,4.0,1.0,4.0,90.0
other,1475.0,2.0,2.0,2.0,80.0
other,1120.0,2.0,2.0,2.0,49.0
other,1150.0,2.0,1.0,2.0,42.0
other,1165.0,2.0,1.0,2.0,85.0
other,1756.0,3.0,2.0,3.0,134.0
other,1409.0,2.0,2.0,2.0,95.0
other,1212.0,2.0,1.0,2.0,56.9
other,1140.0,2.0,2.0,2.0,26.49
